symbol,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
AAPL,2014-03-20,18.924643,19.023928,18.833929,18.882143,16.976252,208398400.0,208398400.0,-0.0425,-0.225,18.91333,March 20, 14,-0.00225
AAPL,2014-03-19,19.009285,19.151428,18.892857,18.973572,17.058451,224756000.0,224756000.0,-0.03571,-0.188,19.00595,March 19, 14,-0.00188
AAPL,2014-03-18,18.782143,18.998928,18.757143,18.978571,17.062943,209647200.0,209647200.0,0.19643,1.046,18.91155,March 18, 14,0.01046
AAPL,2014-03-17,18.846428,18.9275,18.780357,18.812143,16.913315,199544800.0,199544800.0,-0.03429,-0.182,18.84,March 17, 14,-0.00182
AAPL,2014-03-14,18.885357,18.960358,18.678572,18.738928,16.847494,237199200.0,237199200.0,-0.14643,-0.775,18.79262,March 14, 14,-0.00775
AAPL,2014-03-13,19.194286,19.273571,18.898571,18.951786,17.03886,257742800.0,257742800.0,-0.2425,-1.263,19.04131,March 13, 14,-0.01263
AAPL,2014-03-12,19.089643,19.191071,19.0,19.164642,17.23023,199326400.0,199326400.0,0.075,0.393,19.11857,March 12, 14,0.00393
AAPL,2014-03-11,19.123215,19.240715,19.02107,19.14607,17.213535,279224400.0,279224400.0,0.02286,0.12,19.13595,March 11, 14,0.0012
AAPL,2014-03-10,18.870001,19.047501,18.869286,18.961428,17.047529,178584000.0,178584000.0,0.09143,0.485,18.95941,March 10, 14,0.00485
AAPL,2014-03-07,18.967501,18.999287,18.7875,18.944286,17.032114,220729600.0,220729600.0,-0.02321,-0.122,18.91036,March 07, 14,-0.00122
AAPL,2014-03-06,19.028214,19.087143,18.860714,18.955357,17.042068,185488800.0,185488800.0,-0.07286,-0.383,18.96774,March 06, 14,-0.00383
AAPL,2014-03-05,18.961428,19.098215,18.897499,19.012857,17.093767,200062800.0,200062800.0,0.05143,0.271,19.00286,March 05, 14,0.00271
AAPL,2014-03-04,18.964285,19.022858,18.848928,18.972857,17.057806,259140000.0,259140000.0,0.00857,0.045,18.94821,March 04, 14,0.00045
AAPL,2014-03-03,18.693571,18.951786,18.671785,18.848572,16.946062,238781200.0,238781200.0,0.155,0.829,18.82405,March 03, 14,0.00829
AAPL,2014-02-28,18.895714,19.026785,18.647142,18.794285,16.897257,371968800.0,371968800.0,-0.10143,-0.537,18.82274,February 28, 14,-0.00537
AAPL,2014-02-27,18.469286,18.885,18.430357,18.845358,16.943172,301882000.0,301882000.0,0.37607,2.036,18.72024,February 27, 14,0.02036
AAPL,2014-02-26,18.700357,18.75,18.414286,18.476786,16.611809,276217200.0,276217200.0,-0.22357,-1.196,18.54702,February 26, 14,-0.01196
AAPL,2014-02-25,18.906429,18.913214,18.607143,18.645,16.763042,231952000.0,231952000.0,-0.26143,-1.383,18.72179,February 25, 14,-0.01383
AAPL,2014-02-24,18.683929,18.925714,18.657858,18.841072,16.93932,288909600.0,288909600.0,0.15714,0.841,18.80821,February 24, 14,0.00841
AAPL,2014-02-21,19.028214,19.091785,18.735714,18.758928,16.865467,278784800.0,278784800.0,-0.26929,-1.415,18.86214,February 21, 14,-0.01415
AAPL,2014-02-20,19.035357,19.178572,18.892857,18.969643,17.05492,305858000.0,305858000.0,-0.06571,-0.345,19.01369,February 20, 14,-0.00345
AAPL,2014-02-19,19.455357,19.531786,19.083929,19.191786,17.254637,313768000.0,313768000.0,-0.26357,-1.355,19.26917,February 19, 14,-0.01355
AAPL,2014-02-18,19.5,19.685358,19.486071,19.499643,17.53142,260251600.0,260251600.0,-0.00036,-0.002,19.55702,February 18, 14,-2e-05
AAPL,2014-02-14,19.373928,19.499287,19.328928,19.428215,17.467201,272924400.0,272924400.0,0.05429,0.28,19.41881,February 14, 14,0.0028
AAPL,2014-02-13,19.094999,19.458929,19.078571,19.443928,17.481329,307398000.0,307398000.0,0.34893,1.827,19.32714,February 13, 14,0.01827
AAPL,2014-02-12,19.176786,19.27,19.044285,19.139999,17.208076,308100800.0,308100800.0,-0.03679,-0.192,19.15143,February 12, 14,-0.00192
AAPL,2014-02-11,18.950357,19.205357,18.910715,19.141428,17.20936,282256800.0,282256800.0,0.19107,1.008,19.08583,February 11, 14,0.01008
AAPL,2014-02-10,18.523571,18.999643,18.5,18.8925,16.985558,345559200.0,345559200.0,0.36893,1.992,18.79738,February 10, 14,0.01992
AAPL,2014-02-07,18.620714,18.676071,18.477858,18.559999,16.686625,370280400.0,370280400.0,-0.06071,-0.326,18.57131,February 07, 14,-0.00326
AAPL,2014-02-06,18.216429,18.339285,18.136072,18.303928,16.456394,257765200.0,257765200.0,0.0875,0.48,18.25976,February 06, 14,0.0048
AAPL,2014-02-05,18.091429,18.402857,18.080357,18.306786,16.361029,328344800.0,328344800.0,0.21536,1.19,18.26333,February 05, 14,0.0119
AAPL,2014-02-04,18.066071,18.195,17.955715,18.171072,16.239738,376681200.0,376681200.0,0.105,0.581,18.10726,February 04, 14,0.00581
AAPL,2014-02-03,17.950357,18.133215,17.832144,17.911785,16.008011,401464000.0,401464000.0,-0.03857,-0.215,17.95905,February 03, 14,-0.00215
AAPL,2014-01-31,17.684999,17.911785,17.626785,17.878571,15.978329,464797200.0,464797200.0,0.19357,1.095,17.80571,January 31, 14,0.01095
AAPL,2014-01-30,17.947857,18.089285,17.739286,17.849285,15.952156,678501600.0,678501600.0,-0.09857,-0.549,17.89262,January 30, 14,-0.00549
AAPL,2014-01-29,17.998215,18.120358,17.807858,17.883928,15.983117,502810000.0,502810000.0,-0.11429,-0.635,17.93738,January 29, 14,-0.00635
AAPL,2014-01-28,18.17,18.392857,17.931072,18.089285,16.166645,1065523200.0,1065523200.0,-0.08072,-0.444,18.13774,January 28, 14,-0.00444
AAPL,2014-01-27,19.645357,19.814285,19.491072,19.660715,17.571051,554878800.0,554878800.0,0.01536,0.078,19.65536,January 27, 14,0.00078
AAPL,2014-01-24,19.785715,19.843571,19.455357,19.502501,17.429659,429354800.0,429354800.0,-0.28321,-1.431,19.60048,January 24, 14,-0.01431
AAPL,2014-01-23,19.640715,19.875,19.4575,19.863571,17.75235,403239200.0,403239200.0,0.22286,1.135,19.73202,January 23, 14,0.01135
AAPL,2014-01-22,19.675358,19.903214,19.564642,19.696785,17.603291,379985200.0,379985200.0,0.02143,0.109,19.72155,January 22, 14,0.00109
AAPL,2014-01-21,19.321072,19.645357,19.300714,19.609642,17.52541,328526800.0,328526800.0,0.28857,1.494,19.51857,January 21, 14,0.01494
AAPL,2014-01-17,19.695715,19.716785,19.282143,19.309643,17.257294,426739600.0,426739600.0,-0.38607,-1.96,19.43619,January 17, 14,-0.0196
AAPL,2014-01-16,19.817858,19.887501,19.702858,19.794643,17.69075,229278000.0,229278000.0,-0.02322,-0.117,19.795,January 16, 14,-0.00117
AAPL,2014-01-15,19.768572,20.007143,19.702143,19.905714,17.790016,391638800.0,391638800.0,0.13714,0.694,19.87167,January 15, 14,0.00694
AAPL,2014-01-14,19.222143,19.526072,19.202143,19.513929,17.439869,332561600.0,332561600.0,0.29179,1.518,19.41405,January 14, 14,0.01518
AAPL,2014-01-13,18.925358,19.375,18.924286,19.133215,17.099621,378492800.0,378492800.0,0.20786,1.098,19.14417,January 13, 14,0.01098
AAPL,2014-01-10,19.279642,19.314285,18.968214,19.033571,17.010567,304976000.0,304976000.0,-0.24607,-1.276,19.10536,January 10, 14,-0.01276
AAPL,2014-01-09,19.528572,19.530714,19.119642,19.161428,17.124836,279148800.0,279148800.0,-0.36714,-1.88,19.27059,January 09, 14,-0.0188
AAPL,2014-01-08,19.243214,19.484285,19.238928,19.409286,17.346355,258529600.0,258529600.0,0.16607,0.863,19.3775,January 08, 14,0.00863
AAPL,2014-01-07,19.440001,19.498571,19.211428,19.287144,17.237186,317209200.0,317209200.0,-0.15286,-0.786,19.33238,January 07, 14,-0.00786
AAPL,2014-01-06,19.194643,19.528572,19.057142,19.426071,17.361351,412610800.0,412610800.0,0.23143,1.206,19.33726,January 06, 14,0.01206
AAPL,2014-01-03,19.745001,19.775,19.301071,19.320715,17.267195,392467600.0,392467600.0,-0.42429,-2.149,19.4656,January 03, 14,-0.02149
AAPL,2014-01-02,19.845715,19.893929,19.715,19.754642,17.655001,234684800.0,234684800.0,-0.09107,-0.459,19.78786,January 02, 14,-0.00459
AAPL,2013-12-31,19.791786,20.045713,19.785715,20.036428,17.906834,223084400.0,223084400.0,0.24464,1.236,19.95595,December 31, 13,0.01236
AAPL,2013-12-30,19.909286,20.003214,19.725714,19.804285,17.699371,253629600.0,253629600.0,-0.105,-0.527,19.8444,December 30, 13,-0.00527
AAPL,2013-12-27,20.136429,20.157499,19.982143,20.003214,17.87715,225884400.0,225884400.0,-0.13321,-0.662,20.04762,December 27, 13,-0.00662
AAPL,2013-12-26,20.289286,20.339285,20.120714,20.139286,17.99876,204008000.0,204008000.0,-0.15,-0.739,20.19976,December 26, 13,-0.00739
AAPL,2013-12-24,20.353214,20.424286,20.215357,20.273928,18.119095,167554800.0,167554800.0,-0.07929,-0.39,20.30452,December 24, 13,-0.0039
AAPL,2013-12-23,20.285715,20.382856,20.098572,20.360357,18.196335,501306400.0,501306400.0,0.07464,0.368,20.2806,December 23, 13,0.00368
AAPL,2013-12-20,19.479643,19.700357,19.457857,19.607857,17.523817,436413600.0,436413600.0,0.12821,0.658,19.58869,December 20, 13,0.00658
AAPL,2013-12-19,19.625,19.642857,19.418928,19.445,17.378269,320308800.0,320308800.0,-0.18,-0.917,19.50226,December 19, 13,-0.00917
AAPL,2013-12-18,19.632143,19.694643,19.242857,19.670357,17.579676,565863200.0,565863200.0,0.03821,0.195,19.53595,December 18, 13,0.00195
AAPL,2013-12-17,19.850357,19.98,19.763571,19.821072,17.714369,229902400.0,229902400.0,-0.02928,-0.148,19.85488,December 17, 13,-0.00148
AAPL,2013-12-16,19.822144,20.094286,19.821785,19.910715,17.794479,282592800.0,282592800.0,0.08857,0.447,19.94226,December 16, 13,0.00447
AAPL,2013-12-13,20.101786,20.102858,19.773928,19.801071,17.696489,332822000.0,332822000.0,-0.30072,-1.496,19.89262,December 13, 13,-0.01496
AAPL,2013-12-12,20.076429,20.190714,20.001072,20.019285,17.891518,262290000.0,262290000.0,-0.05714,-0.285,20.07036,December 12, 13,-0.00285
AAPL,2013-12-11,20.25,20.391787,19.988928,20.048571,17.917685,359718800.0,359718800.0,-0.20143,-0.995,20.1431,December 11, 13,-0.00995
AAPL,2013-12-10,20.127857,20.281429,20.042856,20.198214,18.051422,278269600.0,278269600.0,0.07036,0.35,20.17417,December 10, 13,0.0035
AAPL,2013-12-09,20.032143,20.342142,20.032143,20.229643,18.079512,320493600.0,320493600.0,0.1975,0.986,20.20131,December 09, 13,0.00986
AAPL,2013-12-06,20.206785,20.241072,19.984642,20.000713,17.874914,344352400.0,344352400.0,-0.20607,-1.02,20.07548,December 06, 13,-0.0102
AAPL,2013-12-05,20.451786,20.540714,20.22893,20.282143,18.126438,447580000.0,447580000.0,-0.16964,-0.829,20.3506,December 05, 13,-0.00829
AAPL,2013-12-04,20.196428,20.328215,20.029285,20.178572,18.033873,377809600.0,377809600.0,-0.01786,-0.088,20.17869,December 04, 13,-0.00088
AAPL,2013-12-03,19.939285,20.227858,19.917143,20.225714,18.076,450968000.0,450968000.0,0.28643,1.437,20.12357,December 03, 13,0.01437
AAPL,2013-12-02,19.928572,20.154642,19.672142,19.686787,17.594357,472544800.0,472544800.0,-0.24179,-1.213,19.83786,December 02, 13,-0.01213
AAPL,2013-11-29,19.624287,19.940357,19.564642,19.859642,17.748837,318127600.0,318127600.0,0.23536,1.199,19.78821,November 29, 13,0.01199
AAPL,2013-11-27,19.153929,19.5,19.049999,19.498571,17.426147,363448400.0,363448400.0,0.34464,1.799,19.34952,November 27, 13,0.01799
AAPL,2013-11-26,18.718571,19.147858,18.714285,19.049999,17.025249,401382800.0,401382800.0,0.33143,1.771,18.97071,November 26, 13,0.01771
AAPL,2013-11-25,18.607857,18.781071,18.607143,18.705,16.716921,229311600.0,229311600.0,0.09714,0.522,18.69774,November 25, 13,0.00522
AAPL,2013-11-22,18.554285,18.648571,18.518929,18.564285,16.59116,223725600.0,223725600.0,0.01,0.054,18.57726,November 22, 13,0.00054
AAPL,2013-11-21,18.485714,18.614643,18.345358,18.612143,16.633932,262026800.0,262026800.0,0.12643,0.684,18.52405,November 21, 13,0.00684
AAPL,2013-11-20,18.543928,18.586428,18.368929,18.392857,16.437952,193916800.0,193916800.0,-0.15107,-0.815,18.4494,November 20, 13,-0.00815
AAPL,2013-11-19,18.536785,18.692142,18.498928,18.555357,16.583179,208938800.0,208938800.0,0.01857,0.1,18.58214,November 19, 13,0.001
AAPL,2013-11-18,18.749643,18.828215,18.507143,18.522499,16.553818,244944000.0,244944000.0,-0.22714,-1.211,18.61929,November 18, 13,-0.01211
AAPL,2013-11-15,18.806429,18.89607,18.731785,18.749643,16.756813,317920400.0,317920400.0,-0.05679,-0.302,18.7925,November 15, 13,-0.00302
AAPL,2013-11-14,18.671785,18.902857,18.638214,18.862858,16.858002,282419200.0,282419200.0,0.19107,1.023,18.80131,November 14, 13,0.01023
AAPL,2013-11-13,18.5,18.651785,18.462856,18.593929,16.617651,197220800.0,197220800.0,0.09393,0.508,18.56952,November 13, 13,0.00508
AAPL,2013-11-12,18.488214,18.711428,18.464285,18.571785,16.597862,204276800.0,204276800.0,0.08357,0.452,18.5825,November 12, 13,0.00452
AAPL,2013-11-11,18.571072,18.631071,18.371786,18.5375,16.567217,227452400.0,227452400.0,-0.03357,-0.181,18.51345,November 11, 13,-0.00181
AAPL,2013-11-08,18.377857,18.611786,18.306786,18.591429,16.615419,279316800.0,279316800.0,0.21357,1.162,18.50333,November 08, 13,0.01162
AAPL,2013-11-07,18.556429,18.685358,18.299286,18.303215,16.357843,262620400.0,262620400.0,-0.25321,-1.365,18.42929,November 07, 13,-0.01365
AAPL,2013-11-06,18.719643,18.745001,18.507143,18.604286,16.626909,223375600.0,223375600.0,-0.11536,-0.616,18.61881,November 06, 13,-0.00616
AAPL,2013-11-05,18.735001,18.888929,18.678572,18.766071,16.674147,265213200.0,265213200.0,0.03107,0.166,18.77786,November 05, 13,0.00166
AAPL,2013-11-04,18.610714,18.815001,18.528929,18.8125,16.715401,244627600.0,244627600.0,0.20179,1.084,18.71881,November 04, 13,0.01084
AAPL,2013-11-01,18.715,18.742857,18.422857,18.5725,16.502153,274890000.0,274890000.0,-0.1425,-0.761,18.5794,November 01, 13,-0.00761
AAPL,2013-10-31,18.75,18.838928,18.616785,18.667856,16.586884,275696400.0,275696400.0,-0.08214,-0.438,18.70786,October 31, 13,-0.00438
AAPL,2013-10-30,18.557501,18.84,18.465,18.746429,16.656694,354163600.0,354163600.0,0.18893,1.018,18.68381,October 30, 13,0.01018
AAPL,2013-10-29,19.1525,19.258928,18.376429,18.452858,16.395844,635807200.0,635807200.0,-0.69964,-3.653,18.69607,October 29, 13,-0.03653
AAPL,2013-10-28,18.894285,18.964285,18.686071,18.924286,16.814718,550440800.0,550440800.0,0.03,0.159,18.85821,October 28, 13,0.00159
AAPL,2013-10-25,18.975714,19.043928,18.753929,18.784286,16.690334,337792000.0,337792000.0,-0.19143,-1.009,18.86071,October 25, 13,-0.01009
AAPL,2013-10-24,18.75,19.016787,18.658928,18.996786,16.879141,384764800.0,384764800.0,0.24679,1.316,18.89083,October 24, 13,0.01316
AAPL,2013-10-23,18.535715,18.773928,18.535715,18.748571,16.658598,313723200.0,313723200.0,0.21286,1.148,18.68607,October 23, 13,0.01148
AAPL,2013-10-22,18.800358,18.873215,18.143929,18.566786,16.49708,534063600.0,534063600.0,-0.23357,-1.242,18.52798,October 22, 13,-0.01242
AAPL,2013-10-21,18.2775,18.725,18.268572,18.620001,16.544361,398106800.0,398106800.0,0.3425,1.874,18.53786,October 21, 13,0.01874
AAPL,2013-10-18,18.071072,18.187857,18.061071,18.174643,16.148647,290542000.0,290542000.0,0.10357,0.573,18.14119,October 18, 13,0.00573
AAPL,2013-10-17,17.856428,18.027857,17.845715,18.017857,16.009344,253593200.0,253593200.0,0.16143,0.904,17.96381,October 17, 13,0.00904
AAPL,2013-10-16,17.885357,17.9475,17.829643,17.896786,15.901767,251101200.0,251101200.0,0.01143,0.064,17.89131,October 16, 13,0.00064
AAPL,2013-10-15,17.768215,17.928572,17.697144,17.809999,15.824653,320073600.0,320073600.0,0.04178,0.235,17.81191,October 15, 13,0.00235
AAPL,2013-10-14,17.493929,17.770714,17.476786,17.715714,15.740878,261898000.0,261898000.0,0.22178,1.268,17.6544,October 14, 13,0.01268
AAPL,2013-10-11,17.3925,17.637142,17.327143,17.600357,15.638381,267738800.0,267738800.0,0.20786,1.195,17.52155,October 11, 13,0.01195
AAPL,2013-10-10,17.547142,17.584999,17.394285,17.487143,15.537784,278602800.0,278602800.0,-0.06,-0.342,17.48881,October 10, 13,-0.00342
AAPL,2013-10-09,17.308571,17.421072,17.081429,17.378214,15.440999,301725200.0,301725200.0,0.06964,0.402,17.29357,October 09, 13,0.00402
AAPL,2013-10-08,17.497858,17.522858,17.162144,17.176428,15.261708,290917200.0,290917200.0,-0.32143,-1.837,17.28714,October 08, 13,-0.01837
AAPL,2013-10-07,17.377142,17.594643,17.333929,17.419643,15.477812,312292400.0,312292400.0,0.0425,0.245,17.44941,October 07, 13,0.00245
AAPL,2013-10-04,17.280714,17.307142,17.092857,17.251072,15.32803,258868400.0,258868400.0,-0.02964,-0.172,17.21702,October 04, 13,-0.00172
AAPL,2013-10-03,17.518215,17.583929,17.169285,17.264643,15.340088,322753200.0,322753200.0,-0.25357,-1.447,17.33929,October 03, 13,-0.01447
AAPL,2013-10-02,17.343929,17.564285,17.276785,17.484285,15.535245,289184000.0,289184000.0,0.14036,0.809,17.44179,October 02, 13,0.00809
AAPL,2013-10-01,17.0875,17.469286,17.084999,17.427143,15.484472,353883600.0,353883600.0,0.33964,1.988,17.32714,October 01, 13,0.01988
AAPL,2013-09-30,17.044643,17.202143,16.943214,17.026785,15.128744,260156400.0,260156400.0,-0.01786,-0.105,17.05738,September 30, 13,-0.00105
AAPL,2013-09-27,17.277857,17.309643,17.168571,17.241072,15.319146,228040400.0,228040400.0,-0.03679,-0.213,17.23976,September 27, 13,-0.00213
AAPL,2013-09-26,17.357143,17.448572,17.282143,17.365,15.429256,237221600.0,237221600.0,0.00786,0.045,17.36524,September 26, 13,0.00045
AAPL,2013-09-25,17.471428,17.487143,17.193928,17.1975,15.280433,316957200.0,316957200.0,-0.27393,-1.568,17.29286,September 25, 13,-0.01568
AAPL,2013-09-24,17.674286,17.695356,17.422142,17.467857,15.520651,364344400.0,364344400.0,-0.20643,-1.168,17.52845,September 24, 13,-0.01168
AAPL,2013-09-23,17.717857,17.746786,17.235714,17.522858,15.569523,762106800.0,762106800.0,-0.195,-1.101,17.50179,September 23, 13,-0.01101
AAPL,2013-09-20,17.071428,17.091072,16.642857,16.693214,14.832358,699302800.0,699302800.0,-0.37821,-2.215,16.80905,September 20, 13,-0.02215
AAPL,2013-09-19,16.810715,16.993929,16.758928,16.867857,14.987534,404541200.0,404541200.0,0.05714,0.34,16.87357,September 19, 13,0.0034
AAPL,2013-09-18,16.542143,16.655357,16.452143,16.595715,14.745728,456862000.0,456862000.0,0.05357,0.324,16.56774,September 18, 13,0.00324
AAPL,2013-09-17,15.998571,16.418215,15.982142,16.261429,14.448707,399380800.0,399380800.0,0.26286,1.643,16.2206,September 17, 13,0.01643
AAPL,2013-09-16,16.464285,16.486071,15.972143,16.075714,14.283695,543706800.0,543706800.0,-0.38857,-2.36,16.17798,September 16, 13,-0.0236
AAPL,2013-09-13,16.762142,16.851072,16.596428,16.603571,14.752709,298835600.0,298835600.0,-0.15857,-0.946,16.68369,September 13, 13,-0.00946
AAPL,2013-09-12,16.732143,16.978571,16.643215,16.881786,14.999914,404051200.0,404051200.0,0.14964,0.894,16.83452,September 12, 13,0.00894
AAPL,2013-09-11,16.678928,16.9175,16.600357,16.703928,14.841882,898696400.0,898696400.0,0.025,0.15,16.7406,September 11, 13,0.0015
AAPL,2013-09-10,18.078571,18.123215,17.482143,17.665714,15.696457,743195600.0,743195600.0,-0.41286,-2.284,17.75702,September 10, 13,-0.02284
AAPL,2013-09-09,18.035715,18.139999,17.981428,18.077499,16.062332,340687200.0,340687200.0,0.04178,0.232,18.06631,September 09, 13,0.00232
AAPL,2013-09-06,17.801428,17.834999,17.498215,17.793571,15.810059,359525600.0,359525600.0,-0.00786,-0.044,17.70893,September 06, 13,-0.00044
AAPL,2013-09-05,17.866072,17.881428,17.629999,17.688213,15.71644,236367600.0,236367600.0,-0.17786,-0.996,17.73321,September 05, 13,-0.00996
AAPL,2013-09-04,17.841429,17.937143,17.724285,17.810358,15.824966,345032800.0,345032800.0,-0.03107,-0.174,17.82393,September 04, 13,-0.00174
AAPL,2013-09-03,17.610714,17.878571,17.405357,17.449286,15.504147,331928800.0,331928800.0,-0.16143,-0.917,17.57774,September 03, 13,-0.00917
AAPL,2013-08-30,17.571428,17.605356,17.375,17.400715,15.460996,272297200.0,272297200.0,-0.17071,-0.972,17.46036,August 30, 13,-0.00972
AAPL,2013-08-29,17.558929,17.732143,17.540358,17.560715,15.603158,239657600.0,239657600.0,0.00179,0.01,17.61107,August 29, 13,0.0001
AAPL,2013-08-28,17.357143,17.707144,17.357143,17.532143,15.57777,307608000.0,307608000.0,0.175,1.008,17.53214,August 28, 13,0.01008
AAPL,2013-08-27,17.785715,17.946785,17.367857,17.449642,15.504465,424188800.0,424188800.0,-0.33607,-1.89,17.58809,August 27, 13,-0.0189
AAPL,2013-08-26,17.883928,18.221428,17.875,17.963215,15.96079,330965600.0,330965600.0,0.07929,0.443,18.01988,August 26, 13,0.00443
AAPL,2013-08-23,17.973928,17.976786,17.833929,17.893572,15.898906,222731600.0,222731600.0,-0.08036,-0.447,17.90143,August 23, 13,-0.00447
AAPL,2013-08-22,18.035,18.056786,17.792856,17.962856,15.96047,244207600.0,244207600.0,-0.07214,-0.4,17.9375,August 22, 13,-0.004
AAPL,2013-08-21,17.985357,18.112499,17.9,17.941429,15.941429,335879600.0,335879600.0,-0.04393,-0.244,17.98464,August 21, 13,-0.00244
AAPL,2013-08-20,18.203928,18.234642,17.886429,17.895357,15.900499,358688400.0,358688400.0,-0.30857,-1.695,18.00548,August 20, 13,-0.01695
AAPL,2013-08-19,18.012142,18.347857,18.0,18.133572,16.112154,510518400.0,510518400.0,0.12143,0.674,18.16048,August 19, 13,0.00674
AAPL,2013-08-16,17.862499,17.962143,17.816429,17.940357,15.940481,362306000.0,362306000.0,0.07786,0.436,17.90631,August 16, 13,0.00436
AAPL,2013-08-15,17.729286,17.942858,17.467142,17.782499,15.80022,490294000.0,490294000.0,0.05321,0.3,17.73083,August 15, 13,0.003
AAPL,2013-08-14,17.781429,18.008928,17.621429,17.803572,15.818938,756372400.0,756372400.0,0.02214,0.125,17.81131,August 14, 13,0.00125
AAPL,2013-08-13,16.819286,17.66643,16.716072,17.484642,15.535565,881941200.0,881941200.0,0.66536,3.956,17.28905,August 13, 13,0.03956
AAPL,2013-08-12,16.316429,16.737499,16.308214,16.691429,14.830775,364434000.0,364434000.0,0.375,2.298,16.57905,August 12, 13,0.02298
AAPL,2013-08-09,16.379999,16.445,16.201786,16.230356,14.4211,266865200.0,266865200.0,-0.14964,-0.914,16.29238,August 09, 13,-0.00914
AAPL,2013-08-08,16.566429,16.575001,16.355356,16.464643,14.629271,255777200.0,255777200.0,-0.10179,-0.614,16.465,August 08, 13,-0.00614
AAPL,2013-08-07,16.564285,16.678572,16.491785,16.606428,14.658463,298858000.0,298858000.0,0.04214,0.254,16.59226,August 07, 13,0.00254
AAPL,2013-08-06,16.715,16.853214,16.506071,16.616072,14.666975,334857600.0,334857600.0,-0.09893,-0.592,16.65845,August 06, 13,-0.00592
AAPL,2013-08-05,16.596071,16.809643,16.505358,16.766071,14.799376,318855600.0,318855600.0,0.17,1.024,16.69369,August 05, 13,0.01024
AAPL,2013-08-02,16.3575,16.530357,16.309286,16.519285,14.58154,274783600.0,274783600.0,0.16178,0.989,16.45298,August 02, 13,0.00989
AAPL,2013-08-01,16.276785,16.314285,16.187857,16.309999,14.396805,206250800.0,206250800.0,0.03321,0.204,16.27071,August 01, 13,0.00204
AAPL,2013-07-31,16.249643,16.33357,16.051071,16.161785,14.265975,322957600.0,322957600.0,-0.08786,-0.541,16.18214,July 31, 13,-0.00541
AAPL,2013-07-30,16.07,16.326786,16.043928,16.190001,14.290881,309422400.0,309422400.0,0.12,0.747,16.18691,July 30, 13,0.00747
AAPL,2013-07-29,15.742857,16.071072,15.721429,15.9925,14.116549,248057600.0,248057600.0,0.24964,1.586,15.92833,July 29, 13,0.01586
AAPL,2013-07-26,15.546429,15.751429,15.512143,15.749643,13.902179,200152400.0,200152400.0,0.20321,1.307,15.67107,July 26, 13,0.01307
AAPL,2013-07-25,15.739285,15.764286,15.564643,15.660714,13.823684,229493600.0,229493600.0,-0.07857,-0.499,15.66321,July 25, 13,-0.00499
AAPL,2013-07-24,15.676071,15.878214,15.545,15.7325,13.887047,591936800.0,591936800.0,0.05643,0.36,15.71857,July 24, 13,0.0036
AAPL,2013-07-23,15.214286,15.248571,14.953929,14.963928,13.20863,369395600.0,369395600.0,-0.25036,-1.646,15.05548,July 23, 13,-0.01646
AAPL,2013-07-22,15.337857,15.348214,15.195357,15.225357,13.439393,207796400.0,207796400.0,-0.1125,-0.733,15.25631,July 22, 13,-0.00733
AAPL,2013-07-19,15.467857,15.499286,15.155357,15.176785,13.396521,268721600.0,268721600.0,-0.29107,-1.882,15.27714,July 19, 13,-0.01882
AAPL,2013-07-18,15.477858,15.531072,15.378928,15.42,13.611203,218878800.0,218878800.0,-0.05786,-0.374,15.44333,July 18, 13,-0.00374
AAPL,2013-07-17,15.346429,15.436429,15.293571,15.368215,13.565492,198990400.0,198990400.0,0.02179,0.142,15.36607,July 17, 13,0.00142
AAPL,2013-07-16,15.232857,15.3825,15.148929,15.364285,13.562024,216538000.0,216538000.0,0.13143,0.863,15.29857,July 16, 13,0.00863
AAPL,2013-07-15,15.178928,15.409286,15.171429,15.265715,13.475018,241917200.0,241917200.0,0.08679,0.572,15.28214,July 15, 13,0.00572
AAPL,2013-07-12,15.273214,15.349643,15.121786,15.2325,13.445695,279563200.0,279563200.0,-0.04071,-0.267,15.23464,July 12, 13,-0.00267
AAPL,2013-07-11,15.105357,15.294642,15.041785,15.260357,13.470284,326292400.0,326292400.0,0.155,1.026,15.19893,July 11, 13,0.01026
AAPL,2013-07-10,14.985714,15.171429,14.9375,15.026072,13.263484,281405600.0,281405600.0,0.04036,0.269,15.045,July 10, 13,0.00269
AAPL,2013-07-09,14.771428,15.125,14.656428,15.083928,13.314555,352584400.0,352584400.0,0.3125,2.116,14.95512,July 09, 13,0.02116
AAPL,2013-07-08,15.003928,15.035714,14.666072,14.823215,13.084421,298138400.0,298138400.0,-0.18071,-1.204,14.84167,July 08, 13,-0.01204
AAPL,2013-07-05,15.013928,15.1175,14.833928,14.907857,13.159135,274024800.0,274024800.0,-0.10607,-0.706,14.9531,July 05, 13,-0.00706
AAPL,2013-07-03,15.030714,15.106428,14.908929,15.028571,13.265691,240928800.0,240928800.0,-0.00214,-0.014,15.01464,July 03, 13,-0.00014
AAPL,2013-07-02,14.641429,15.058214,14.623929,14.946072,13.192867,469865200.0,469865200.0,0.30464,2.081,14.87607,July 02, 13,0.02081
AAPL,2013-07-01,14.381785,14.723928,14.329286,14.615,12.90063,391053600.0,391053600.0,0.23321,1.622,14.55607,July 01, 13,0.01622
AAPL,2013-06-28,13.977143,14.295357,13.888214,14.161786,12.500582,578516400.0,578516400.0,0.18464,1.321,14.11512,June 28, 13,0.01321
